ts,raw_out0,interpreted_bpm
1762346143.5570552,0.05223797634243965,None
1762346198.7926247,0.05968118831515312,None
1762346578.889186,0.31127315759658813,18.676389455795288
1762346578.922093,0.3505067229270935,21.03040337562561
1762346578.9520006,0.20773491263389587,12.464094758033752
1762346578.989384,0.027015112340450287,None
1762346579.0224304,-0.1391969472169876,None
1762346579.0527987,-0.0275774747133255,None
1762346579.0842214,0.03680332005023956,None
1762346579.1192248,0.146070659160614,None
1762346579.157275,0.2375348061323166,14.252088367938995
1762346579.2002854,0.25483256578445435,15.28995394706726
1762346579.2369635,0.28528231382369995,17.116938829421997
1762346579.2678583,0.21107803285121918,12.66468197107315
1762346579.3098307,0.2394171804189682,14.365030825138092
1762346579.3437002,0.2441704124212265,14.65022474527359
1762346579.3801384,0.23805008828639984,14.28300529718399
1762346579.4168162,0.2859039902687073,17.154239416122437
1762346579.4514008,0.33637118339538574,20.182271003723145
1762346579.490194,0.3207728862762451,19.246373176574707
1762346579.5311644,0.3322680592536926,19.936083555221558
1762346579.5703785,0.28832221031188965,17.29933261871338
1762346579.6056855,0.28018665313720703,16.811199188232422
1762346579.6447284,0.3377473056316376,20.264838337898254
1762346579.6855068,0.31621795892715454,18.973077535629272
1762346579.723898,0.33112090826034546,19.867254495620728
1762346579.7647803,0.32897722721099854,19.738633632659912
1762346580.3531206,0.3300144672393799,19.800868034362793
1762346580.4021637,0.38102567195892334,22.8615403175354
1762346580.4515676,0.41203573346138,24.7221440076828
1762346580.4981432,0.3308638632297516,19.851831793785095
1762346580.541052,0.2780366539955139,16.682199239730835
1762346580.5944233,0.3013702929019928,18.082217574119568
1762346580.640973,0.3354024291038513,20.12414574623108
1762346580.6925921,0.3553966283798218,21.323797702789307
1762346580.7352593,0.3830857574939728,22.985145449638367
1762346580.788853,0.3585231602191925,21.51138961315155
1762346580.837894,0.3110543489456177,18.66326093673706
1762346580.8858786,0.3046509921550751,18.279059529304504
1762346580.9345496,0.31928786635398865,19.15727198123932
1762346580.9841008,0.3403897285461426,20.423383712768555
1762346581.0358312,0.3069841265678406,18.419047594070435
1762346581.0842535,0.17555484175682068,None
1762346581.134849,0.1611453890800476,None
1762346581.1795092,0.23966403305530548,14.379841983318329
1762346581.2357986,0.30141228437423706,18.084737062454224
1762346581.2885349,0.3272625505924225,19.63575303554535
1762346581.3405817,0.30990177392959595,18.594106435775757
1762346581.391025,0.2966068983078003,17.796413898468018
1762346581.4435148,0.25709760189056396,15.425856113433838
1762346581.4972475,0.24276265501976013,14.565759301185608
1762346581.550563,0.2352028489112854,14.112170934677124
1762346581.604981,0.2727532982826233,16.365197896957397
1762346581.6515796,0.3214794397354126,19.288766384124756
1762346581.711461,0.34707945585250854,20.824767351150513
1762346581.7534685,0.3409583568572998,20.45750141143799
1762346581.8171475,0.34011971950531006,20.407183170318604
1762346581.8730874,0.25335443019866943,15.201265811920166
1762346581.9249475,0.19220134615898132,None
1762346581.9780934,0.140123188495636,None
1762346582.0286238,0.10064444690942764,None
1762346582.0850334,0.21952547132968903,13.171528279781342
